"a-link-normal href","s-image src","puis-label-popover href","a-color-secondary","a-color-base","puis","a-link-normal href 2","a-link-normal","a-link-normal href 3","a-size-base-plus","a-size-base","a-popover-trigger href","a-icon-alt","a-link-normal href 4","a-size-base 2","a-size-base href","a-offscreen","a-price-whole","a-size-base 3","a-offscreen 2","a-row","a-color-base 2","a-color-base 3","a-color-base 4","a-link-normal href 5","a-badge-text","a-size-base 4","a-size-base 5"
"https://www.amazon.in/Uttappa-4-Cavities-Granite-Uttapam-Compatible/dp/B09X7YM96P/ref=sr_1_20?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-20","https://m.media-amazon.com/images/I/61tfy7mh9uL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Uttappa-4-Cavities-Granite-Uttapam-Compatible/dp/B09X7YM96P/ref=sr_1_20?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-20","","https://www.amazon.in/Uttappa-4-Cavities-Granite-Uttapam-Compatible/dp/B09X7YM96P/ref=sr_1_20?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-20#customerReviews","CAROTE Non Stick Appam Maker Uttappa Tawa (4-Cavities), Granite Uttapam Pan, Gas&Induction Compatible, 18cm, PFOA Free","Granite","javascript:void(0)","4.3 out of 5 stars","","4.3","https://www.amazon.in/Uttappa-4-Cavities-Granite-Uttapam-Compatible/dp/B09X7YM96P/ref=sr_1_20?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-20","₹849","849","83% 4+ stars","₹2,099","(60% off)","Wednesday, 23 August","FREE Delivery by Amazon","","","","800+ bought in past month","M.R.P:"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAxMTE0NTgxODczMjo6MDo6&url=%2FMini-Sauce-Pot-Distribution-Construction%2Fdp%2FB0C5M1WWNC%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/51vdf6KU95L._AC_UL400_.jpg","javascript:void(0)","Sponsored","Sponsored","You are seeing this ad based on the product’s relevance to your search query.","https://www.amazon.in/s?k=cook+wear&sprefix=cook+%2Caps%2C305&ref=nb_sb_ss_ts-doa-p_4_5#","Let us know","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAxMTE0NTgxODczMjo6MDo6&url=%2FMini-Sauce-Pot-Distribution-Construction%2Fdp%2FB0C5M1WWNC%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","Maxima Triply Cookware Mini Sauce Pot, Compact Size, Versatile Use | Even Heat Distribution, Durable Construction | Easy to Clean, Long Lasting (Mini - Sauce Pot, 20 Cm) Capacity - 1.4 LTR","M.R.P:","","","https://www.amazon.in/gp/goldbox/","Save 5%","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAxMTE0NTgxODczMjo6MDo6&url=%2FMini-Sauce-Pot-Distribution-Construction%2Fdp%2FB0C5M1WWNC%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","₹2,259","2,259","","₹3,175","(29% off)","5% coupon applied at checkout","with coupon","Get it by","","Deal of the Day","",""
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAwMDU4NTQzNTYzMjo6MDo6&url=%2FAmazon-Brand-Non-Stick-Detachable-Temperature%2Fdp%2FB0BZW6RZMJ%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/61Hi-CkeIiL._AC_UL400_.jpg","javascript:void(0)","Sponsored","Sponsored","You are seeing this ad based on the product’s relevance to your search query.","https://www.amazon.in/s?k=cook+wear&sprefix=cook+%2Caps%2C305&ref=nb_sb_ss_ts-doa-p_4_5#","Let us know","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAwMDU4NTQzNTYzMjo6MDo6&url=%2FAmazon-Brand-Non-Stick-Detachable-Temperature%2Fdp%2FB0BZW6RZMJ%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","Amazon Brand - Solimo 3 Piece Non-Stick Cookware Set with Detachable Handle | Granite Finish | Induction Base | PFOA Free | High Temperature Resistant Exterior Coating | Black","4.0","javascript:void(0)","4.0 out of 5 stars","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAwMDU4NTQzNTYzMjo6MDo6&url=%2FAmazon-Brand-Non-Stick-Detachable-Temperature%2Fdp%2FB0BZW6RZMJ%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1#customerReviews","100% 4+ stars","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjMwMDAwMDU4NTQzNTYzMjo6MDo6&url=%2FAmazon-Brand-Non-Stick-Detachable-Temperature%2Fdp%2FB0BZW6RZMJ%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","₹949","949","M.R.P:","₹1,699","(44% off)","Get it by","Tuesday, 22 August","FREE Delivery by Amazon","https://www.amazon.in/gp/goldbox/","Limited time deal","",""
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTUwNzk4OjowOjo&url=%2FIndus-Valley-Stainless-Lid-Toxin-Free%2Fdp%2FB0BL7Q9M7L%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/51YW-Q1df0L._AC_UL400_.jpg","javascript:void(0)","Sponsored","Sponsored","You are seeing this ad based on the product’s relevance to your search query.","https://www.amazon.in/s?k=cook+wear&sprefix=cook+%2Caps%2C305&ref=nb_sb_ss_ts-doa-p_4_5#","Let us know","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTUwNzk4OjowOjo&url=%2FIndus-Valley-Stainless-Lid-Toxin-Free%2Fdp%2FB0BL7Q9M7L%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","The Indus Valley Triply Stainless Steel Casserole/Biryani Pot/Stockpot/Saucepot with Steel Lid | 9.4 Inch, 3.1Ltr, 1.7kg, Gas & Induction Friendly | 3-Layer Body, 100% Toxin-free, Naturally Non-stick, Long Lasting","4.4","javascript:void(0)","4.4 out of 5 stars","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTUwNzk4OjowOjo&url=%2FIndus-Valley-Stainless-Lid-Toxin-Free%2Fdp%2FB0BL7Q9M7L%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1#customerReviews","89% 4+ stars","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTUwNzk4OjowOjo&url=%2FIndus-Valley-Stainless-Lid-Toxin-Free%2Fdp%2FB0BL7Q9M7L%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","₹2,799","2,799","50+ bought in past month","₹4,665","(40% off)","5% coupon applied at checkout","with coupon","Get it by","https://www.amazon.in/gp/goldbox/","Deal of the Day","M.R.P:","Save 5%"
"https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTQ1ODk4OjowOjo&url=%2FIndus-Valley-Seasoned-Iron-Cookware%2Fdp%2FB08KQGZBT7%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","https://m.media-amazon.com/images/I/41J0aaad++L._AC_UL400_.jpg","javascript:void(0)","Sponsored","Sponsored","You are seeing this ad based on the product’s relevance to your search query.","https://www.amazon.in/s?k=cook+wear&sprefix=cook+%2Caps%2C305&ref=nb_sb_ss_ts-doa-p_4_5#","Let us know","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTQ1ODk4OjowOjo&url=%2FIndus-Valley-Seasoned-Iron-Cookware%2Fdp%2FB08KQGZBT7%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","The Indus Valley Pure Iron Cookware Set for Cooking and Deep Frying| Loha Kadai | Gas Stove and Induction Friendly | Naturally Non-Stick (Wok + Tawa (10 Inch))","Iron","javascript:void(0)","3.7 out of 5 stars","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTQ1ODk4OjowOjo&url=%2FIndus-Valley-Seasoned-Iron-Cookware%2Fdp%2FB08KQGZBT7%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1#customerReviews","3.7","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1ODM2MTM1OTkxMTY3NTk1OjE2OTI0NDg5NzQ6c3BfbXRmOjIwMTY3Mzg0NTQ1ODk4OjowOjo&url=%2FIndus-Valley-Seasoned-Iron-Cookware%2Fdp%2FB08KQGZBT7%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dcookware%26qid%3D1692448974%26sprefix%3Dcook%2B%252Caps%252C305%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","₹1,299","1,299","65% 4+ stars","₹3,200","(59% off)","5% coupon applied at checkout","with coupon","Get it by","https://www.amazon.in/gp/goldbox/","Deal of the Day","M.R.P:","Save 5%"
"https://www.amazon.in/CAROTE-Granite-Induction-Casserole-Biriyani/dp/B073PVRLYK/ref=sr_1_25?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-25","https://m.media-amazon.com/images/I/61YAi61bhgL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/CAROTE-Granite-Induction-Casserole-Biriyani/dp/B073PVRLYK/ref=sr_1_25?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-25","","https://www.amazon.in/CAROTE-Granite-Induction-Casserole-Biriyani/dp/B073PVRLYK/ref=sr_1_25?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-25#customerReviews","CAROTE Granite Non Stick Handi, Induction Casserole, Stew Pot, Biriyani Pot, Kadai, Sauce Pot with Lid,4L/24cm","4.5","javascript:void(0)","4.5 out of 5 stars","","88% 4+ stars","https://www.amazon.in/CAROTE-Granite-Induction-Casserole-Biriyani/dp/B073PVRLYK/ref=sr_1_25?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-25","₹1,739","1,739","600+ bought in past month","₹3,859","(55% off)","Tuesday, 22 August","FREE Delivery by Amazon","","","","M.R.P:",""
"https://www.amazon.in/Prestige-Granite-Aluminium-Cookware-2-Pieces/dp/B0765C825W/ref=ice_ac_b_dpb?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-26","https://m.media-amazon.com/images/I/41vDtZuHfzL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Prestige-Granite-Aluminium-Cookware-2-Pieces/dp/B0765C825W/ref=sr_1_26?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-26","","https://www.amazon.in/Prestige-Granite-Aluminium-Cookware-2-Pieces/dp/B0765C825W/ref=sr_1_26?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-26","Prestige Omega Deluxe Granite Aluminium Cookware Set, 2-Pieces, Black","4.0","javascript:void(0)","4.0 out of 5 stars","https://www.amazon.in/Prestige-Granite-Aluminium-Cookware-2-Pieces/dp/B0765C825W/ref=sr_1_26?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-26#customerReviews","73% 4+ stars","https://www.amazon.in/Prestige-Granite-Aluminium-Cookware-2-Pieces/dp/B0765C825W/ref=sr_1_26?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-26","₹1,690","1,690","100+ bought in past month","₹2,900","(42% off)","Wednesday, 23 August","FREE Delivery by Amazon","","","Amazon's","M.R.P:",""
"https://www.amazon.in/PIGEON-STOVEKRAFT-VIBRANT-ANODISED-COOKWARE/dp/B0C289VYXM/ref=sr_1_27?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-27","https://m.media-amazon.com/images/I/71-RJdGzw-L._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/PIGEON-STOVEKRAFT-VIBRANT-ANODISED-COOKWARE/dp/B0C289VYXM/ref=sr_1_27?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-27","","","PIGEON BY STOVEKRAFT VIBRANT HARD ANODISED COOKER + COOKWARE COMBO 5 IN 1 (2.5L HA COOKER WITH SS LID, TAWA KADAI, FRY PAN)","100+ bought in past month","","","","M.R.P:","https://www.amazon.in/PIGEON-STOVEKRAFT-VIBRANT-ANODISED-COOKWARE/dp/B0C289VYXM/ref=sr_1_27?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-27","₹2,249","2,249","","₹4,995","(55% off)","Wednesday, 23 August","FREE Delivery by Amazon","","","","",""
"https://www.amazon.in/Hawkins-Futura-Anodised-Cook-n-Serve-Litres/dp/B0096DPR1O/ref=sr_1_28?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-28","https://m.media-amazon.com/images/I/61X4-LGq71S._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Hawkins-Futura-Anodised-Cook-n-Serve-Litres/dp/B0096DPR1O/ref=sr_1_28?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-28","","https://www.amazon.in/Hawkins-Futura-Anodised-Cook-n-Serve-Litres/dp/B0096DPR1O/ref=sr_1_28?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-28#customerReviews","Hawkins Futura 2 Litre Cook n Serve Bowl, Hard Anodised Saucepan with Hard Anodised Lid, Sauce Pan for Cooking and Serving, Black (ACB20), Aluminium","4.5","javascript:void(0)","4.5 out of 5 stars","","89% 4+ stars","https://www.amazon.in/Hawkins-Futura-Anodised-Cook-n-Serve-Litres/dp/B0096DPR1O/ref=sr_1_28?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-28","₹1,315","1,315","","","","Thursday, 24 August","FREE Delivery by Amazon","","","","",""
"https://www.amazon.in/Hawkins-Contura-Anodised-Aluminium-Pressure/dp/B00SX03I08/ref=sr_1_29?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-29","https://m.media-amazon.com/images/I/51THG198lOL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Hawkins-Contura-Anodised-Aluminium-Pressure/dp/B00SX03I08/ref=sr_1_29?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-29","","https://www.amazon.in/Hawkins-Contura-Anodised-Aluminium-Pressure/dp/B00SX03I08/ref=sr_1_29?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-29#customerReviews","Hawkins Contura Hard Anodized Pressure Cooker, 1.5 Liters","4.3","javascript:void(0)","4.3 out of 5 stars","","85% 4+ stars","https://www.amazon.in/Hawkins-Contura-Anodised-Aluminium-Pressure/dp/B00SX03I08/ref=sr_1_29?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-29","₹1,399","1,399","1K+ bought in past month","₹1,625","(14% off)","Wednesday, 23 August","FREE Delivery by Amazon","","","","M.R.P:",""
"https://www.amazon.in/Amazon-Non-Stick-Cookware-Granite-Induction/dp/B0C2J9HCBN/ref=sr_1_30?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-30","https://m.media-amazon.com/images/I/81MaO-Z79tL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Amazon-Non-Stick-Cookware-Granite-Induction/dp/B0C2J9HCBN/ref=sr_1_30?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-30","","https://www.amazon.in/gp/goldbox/","Amazon Basics Non-Stick Cookware Set, Granite Finish, Induction Base (1 Deep Kadai - 24 cm with Glass Lid; Granito Grey)","M.R.P:","","","","","https://www.amazon.in/Amazon-Non-Stick-Cookware-Granite-Induction/dp/B0C2J9HCBN/ref=sr_1_30?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-30","₹1,199","1,199","","₹1,799","(33% off)","Thursday, 24 August","FREE Delivery by Amazon","","","Limited time deal","",""
"https://www.amazon.in/Set-Detachable-Cookware-Granite-Induction/dp/B09SL7NRS9/ref=sr_1_31?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-31","https://m.media-amazon.com/images/I/51chhGZ2VNL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Set-Detachable-Cookware-Granite-Induction/dp/B09SL7NRS9/ref=sr_1_31?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-31","","https://www.amazon.in/Set-Detachable-Cookware-Granite-Induction/dp/B09SL7NRS9/ref=sr_1_31?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-31#customerReviews","CAROTE Non Stick Set Combo, Cookware Set with Detachable Handle, Induction Pan Set Non Stick, Fry Pan Set Combo, Set of 3","4.4","javascript:void(0)","4.4 out of 5 stars","","87% 4+ stars","https://www.amazon.in/Set-Detachable-Cookware-Granite-Induction/dp/B09SL7NRS9/ref=sr_1_31?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-31","₹3,399","3,399","200+ bought in past month","₹4,299","(21% off)","Wednesday, 23 August","FREE Delivery by Amazon","","","","M.R.P:",""
"https://www.amazon.in/Milton-Stainless-Sandwich-Dishwasher-Induction/dp/B09MJ5CLFH/ref=sr_1_32?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-32","https://m.media-amazon.com/images/I/7177Ch1L+nL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Milton-Stainless-Sandwich-Dishwasher-Induction/dp/B09MJ5CLFH/ref=sr_1_32?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-32","","https://www.amazon.in/Milton-Stainless-Sandwich-Dishwasher-Induction/dp/B09MJ5CLFH/ref=sr_1_32?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-32#customerReviews","Milton Pro Cook Stainless Steel Sandwich Bottom Induction Kadhai with Glass Lid, 24 cm / 2.71 litres, Steel Plain | Dishwasher Safe | Flame Safe | Gas Stove Safe | Hot Plate Safe | SS Handle","Stainless Steel","javascript:void(0)","4.0 out of 5 stars","","4.0","https://www.amazon.in/Milton-Stainless-Sandwich-Dishwasher-Induction/dp/B09MJ5CLFH/ref=sr_1_32?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-32","₹1,075","1,075","74% 4+ stars","₹1,350","(20% off)","Wednesday, 23 August","FREE Delivery by Amazon","","","","M.R.P:",""
"https://www.amazon.in/Hawkins-Futura-Cookware-Kitchen-CIT24/dp/B09RMPMY4V/ref=sr_1_33?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-33","https://m.media-amazon.com/images/I/510plliyD9L._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Hawkins-Futura-Cookware-Kitchen-CIT24/dp/B09RMPMY4V/ref=sr_1_33?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-33","(15 new offers)","https://www.amazon.in/Hawkins-Futura-Cookware-Kitchen-CIT24/dp/B09RMPMY4V/ref=sr_1_33?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-33#customerReviews","Hawkins Futura 24 cm Cast Iron Tava, Cast Iron Tawa for Roti, Cast Iron Cookware for Kitchen, Black (CIT24)","Cast Iron","javascript:void(0)","3.9 out of 5 stars","https://www.amazon.in/gp/offer-listing/B09RMPMY4V/ref=sr_1_33_olp?keywords=cookware&sprefix=cook+%2Caps%2C305&qid=1692448974&sr=8-33","3.9","https://www.amazon.in/Hawkins-Futura-Cookware-Kitchen-CIT24/dp/B09RMPMY4V/ref=sr_1_33?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-33","₹1,368","1,368","71% 4+ stars","₹1,525","(10% off)","Tuesday, 22 August","FREE Delivery by Amazon","₹1,299","","","300+ bought in past month","M.R.P:"
"https://www.amazon.in/Vinod-Induction-Friendly-Tope-Pieces/dp/B082X5Z7FR/ref=sr_1_34?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-34","https://m.media-amazon.com/images/I/51LFy6NJU3L._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Vinod-Induction-Friendly-Tope-Pieces/dp/B082X5Z7FR/ref=sr_1_34?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-34","","https://www.amazon.in/Vinod-Induction-Friendly-Tope-Pieces/dp/B082X5Z7FR/ref=sr_1_34?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-34#customerReviews","Vinod Stainless Steel 3 pc Tope Set with Capacity of 1.4 litres, 1.8 litres & 2.2 litres with Stainless Steel Lids (Gas Stove and Induction Friendly) - Silver, 24 Months Warranty","4.3","javascript:void(0)","4.3 out of 5 stars","","84% 4+ stars","https://www.amazon.in/Vinod-Induction-Friendly-Tope-Pieces/dp/B082X5Z7FR/ref=sr_1_34?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-34","₹1,529","1,529","400+ bought in past month","₹1,780","(14% off)","Tuesday, 22 August","FREE Delivery by Amazon","","","","M.R.P:",""
"https://www.amazon.in/Prestige-Durastone-Non-Stick-Stainless-Compatible/dp/B00N2ZJCJA/ref=sr_1_35?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-35","https://m.media-amazon.com/images/I/41yIomgcfML._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Prestige-Durastone-Non-Stick-Stainless-Compatible/dp/B00N2ZJCJA/ref=sr_1_35?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-35","","https://www.amazon.in/Prestige-Durastone-Non-Stick-Stainless-Compatible/dp/B00N2ZJCJA/ref=sr_1_35?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-35#customerReviews","Prestige Hard Anodised Plus Cookware Induction Base Roti Tawa | Black | 22.5cm | Perma-Cool Handles | Wide Base | Hand Washable","3.9","javascript:void(0)","3.9 out of 5 stars","","70% 4+ stars","https://www.amazon.in/Prestige-Durastone-Non-Stick-Stainless-Compatible/dp/B00N2ZJCJA/ref=sr_1_35?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-35","₹648","648","3K+ bought in past month","₹780","(17% off)","Tuesday, 22 August","FREE Delivery by Amazon","","","","M.R.P:",""
"https://www.amazon.in/Pigeon-Favourite-Induction-Aluminium-Pressure/dp/B00VK5MCMI/ref=sr_1_36?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-36","https://m.media-amazon.com/images/I/51xCU5ylKAL._AC_UL400_.jpg","","","Get it by","","https://www.amazon.in/Pigeon-Favourite-Induction-Aluminium-Pressure/dp/B00VK5MCMI/ref=sr_1_36?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-36","","https://www.amazon.in/Pigeon-Favourite-Induction-Aluminium-Pressure/dp/B00VK5MCMI/ref=sr_1_36?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-36#customerReviews","Pigeon By Stovekraft Favourite Aluminium Pressure Cooker with Outer Lid Gas Stove Compatible 3 Litre Capacity for Healthy Cooking (Silver)","3.8","javascript:void(0)","3.8 out of 5 stars","https://www.amazon.in/gp/goldbox/","69% 4+ stars","https://www.amazon.in/Pigeon-Favourite-Induction-Aluminium-Pressure/dp/B00VK5MCMI/ref=sr_1_36?keywords=cookware&qid=1692448974&sprefix=cook+%2Caps%2C305&sr=8-36","₹699","699","6K+ bought in past month","₹1,395","(50% off)","Tuesday, 22 August","FREE Delivery by Amazon","","","Limited time deal","M.R.P:",""
